id,version,block,emotionapi,imgfilename,participant,imgfps,imgtimestamp,anger,joy,sorrow,surprise,unknown,detection
59626ac0fbc5be35a4a08bdf,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-423.jpg,1,3fps,imgtimestamp,0,99.99708533287048,0,0,0,true
59626ac1fbc5be35a4a08be0,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-207.jpg,1,3fps,imgtimestamp,0,99.99831914901733,0,0,0,true
59626ac1fbc5be35a4a08be1,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-853.jpg,1,3fps,imgtimestamp,0,0,0,0,99.97864961624146,true
59626ac1fbc5be35a4a08be2,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-736.jpg,1,3fps,imgtimestamp,0,0,0,0,99.77945685386658,true
59626ac1fbc5be35a4a08be3,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-26.jpg,1,3fps,imgtimestamp,0,0,0,0,99.9807596206665,true
59626ac1fbc5be35a4a08be4,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2296.jpg,1,3fps,imgtimestamp,0,0,0,0,74.04196262359619,true
59626ac1fbc5be35a4a08be5,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-330.jpg,1,3fps,imgtimestamp,0,99.67472553253174,0,0,0,true
59626ac1fbc5be35a4a08be6,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-731.jpg,1,3fps,imgtimestamp,0,0,0,0,99.94749426841736,true
59626ac2fbc5be35a4a08be7,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1844.jpg,1,3fps,imgtimestamp,0,99.96148347854614,0,0,0,true
59626ac2fbc5be35a4a08be8,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-96.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99011754989624,true
59626adafbc5be35a4a08c9f,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-449.jpg,1,3fps,imgtimestamp,0,0,0,0,99.92260932922363,true
59626adafbc5be35a4a08ca0,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-814.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99985098838806,true
59626adafbc5be35a4a08ca1,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-816.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99979734420776,true
59626adafbc5be35a4a08ca2,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1405.jpg,1,3fps,imgtimestamp,0,0,0,0,99.98307824134827,true
59626adafbc5be35a4a08ca3,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2268.jpg,1,3fps,imgtimestamp,0,98.3042299747467,0,0,0,true
59626adbfbc5be35a4a08ca4,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1443.jpg,1,3fps,imgtimestamp,0,0,0,0,99.9997615814209,true
59626adbfbc5be35a4a08ca5,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-299.jpg,1,3fps,imgtimestamp,0,0,0,0,99.88260269165039,true
59626adbfbc5be35a4a08ca6,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-30.jpg,1,3fps,imgtimestamp,0,0,0,0,99.81775283813477,true
